Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2015-06-24,Barbell Front Squat,Legs,40.0,12,,,,""
2015-06-24,Leg Press,Legs,120.0,12,,,,""
2015-06-24,Leg Press,Legs,120.0,8,,,,""
2015-06-24,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-24,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-24,Leg Extension Machine,Legs,55.0,12,,,,""
2015-06-24,Glute-Ham Raise,Legs,10.0,12,,,,""
2015-06-24,Glute-Ham Raise,Legs,10.0,12,,,,""
2015-06-24,Glute-Ham Raise,Legs,10.0,12,,,,""
2015-06-24,Seated Leg Curl Machine,Legs,50.0,16,,,,""
2015-06-24,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-24,Seated Leg Curl Machine,Legs,50.0,12,,,,""
2015-06-26,Deadlift,Back,140.0,3,,,,""
2015-06-26,Deadlift,Back,140.0,3,,,,""
2015-06-26,Hammer Grip Lat Pulldown,Back,75.0,7,,,,""
2015-06-26,Hammer Grip Lat Pulldown,Back,75.0,5,,,,""
2015-06-26,Hammer Grip Lat Pulldown,Back,75.0,4,,,,""
2015-06-26,Wide Grip Cable Row,Back,45.0,10,,,,""
2015-06-26,Wide Grip Cable Row,Back,45.0,9,,,,""
2015-06-26,Wide Grip Cable Row,Back,45.0,8,,,,""
2015-06-26,Pull Up,Back,0.0,4,,,,""
2015-06-26,Pull Up,Back,0.0,4,,,,""
2015-06-26,Pull Up,Back,0.0,3,,,,""
2015-06-26,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-26,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-26,Cable Face Pull,Shoulders,20.0,14,,,,""
2015-06-26,Rope Push Down,Triceps,17.5,12,,,,""
2015-06-26,Rope Push Down,Triceps,17.5,12,,,,""
2015-06-26,Rope Push Down,Triceps,17.5,12,,,,""
2015-06-26,EZ-Bar Skullcrusher,Triceps,2.5,16,,,,""
2015-06-26,EZ-Bar Skullcrusher,Triceps,2.5,12,,,,""
2015-06-26,EZ-Bar Skullcrusher,Triceps,2.5,12,,,,""
2015-06-26,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-26,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-26,Reverse Grip Straight Bar Pushdown,Triceps,25.0,8,,,,""
2015-06-29,Flat Dumbbell Bench Press,Chest,32.0,5,,,,""
2015-06-29,Incline Barbell Bench Press,Chest,45.0,13,,,,""
2015-06-29,Incline Barbell Bench Press,Chest,45.0,13,,,,""
2015-06-29,Incline Barbell Bench Press,Chest,45.0,10,,,,""
2015-06-29,Flat Barbell Bench Press,Chest,50.0,12,,,,""
2015-06-29,Pec Deck,Chest,40.0,14,,,,""
2015-06-29,Pec Deck,Chest,40.0,10,,,,""
2015-06-29,Pec Deck,Chest,40.0,9,,,,""
2015-06-29,Seated Dumbbell Press,Shoulders,24.0,5,,,,""
2015-06-29,Seated Military Press,Shoulders,30.0,9,,,,""
2015-06-29,Seated Military Press,Shoulders,30.0,4,,,,""
2015-06-29,Seated Military Press,Shoulders,30.0,6,,,,""
2015-06-29,Lateral Dumbbell Raise,Shoulders,8.0,10,,,,""
2015-06-29,Lateral Dumbbell Raise,Shoulders,8.0,10,,,,""
2015-06-29,Lateral Dumbbell Raise,Shoulders,8.0,10,,,,""
2015-06-29,Dumbbell Curl,Biceps,10.0,16,,,,""
2015-06-29,Dumbbell Curl,Biceps,10.0,14,,,,""
2015-06-29,Dumbbell Curl,Biceps,10.0,11,,,,""
2015-06-29,Seated Machine Curl,Biceps,20.0,12,,,,""
2015-06-29,Seated Machine Curl,Biceps,20.0,12,,,,""
2015-06-29,Seated Machine Curl,Biceps,20.0,12,,,,""
